transaction_id,account_id,merchant_id,transaction_date,amount,payment_method,is_recurring
535,238,157,2024-04-08,97.53,Bank Transfer,1
536,38,175,2025-01-29,199.91,Mobile Payment,1
537,231,81,2025-05-04,201.0,Debit Card,0
538,289,90,2024-09-11,217.5,Direct Debit,0
539,188,154,2025-01-09,285.86,Bank Transfer,0
540,215,171,2025-12-20,54.83,Direct Debit,1
541,186,105,2024-09-08,218.57,Direct Debit,0
542,149,126,2024-03-18,295.81,Credit Card,1
543,236,9,2024-07-24,297.96,Direct Debit,0
544,88,39,2025-06-30,250.68,Credit Card,0
545,149,47,2024-10-28,321.28,Direct Debit,0
546,213,17,2025-12-09,68.33,Debit Card,0
547,222,14,2024-10-08,315.25,Direct Debit,0
548,23,149,2024-01-03,244.13,Direct Debit,1
549,147,191,2025-02-08,317.36,Bank Transfer,0
550,127,68,2024-09-18,317.35,Mobile Payment,0
551,96,84,2025-05-19,237.35,Direct Debit,1
552,70,173,2025-03-26,134.09,Credit Card,1
553,51,49,2024-02-14,160.96,Debit Card,0
554,77,250,2025-10-15,246.9,Direct Debit,1
555,114,160,2024-09-22,128.69,Direct Debit,1
556,55,154,2025-09-15,265.72,Credit Card,0
557,63,29,2024-01-21,175.6,Bank Transfer,1
558,81,105,2025-12-01,291.21,Debit Card,1
559,71,150,2024-10-13,218.3,Debit Card,1
560,287,120,2024-10-04,65.9,Debit Card,0
561,252,176,2025-03-14,8.59,Debit Card,1
562,93,149,2024-01-03,340.03,Direct Debit,1
563,229,223,2025-02-24,219.85,Bank Transfer,0
564,108,41,2025-01-27,35.6,Credit Card,0
565,187,199,2025-05-10,213.19,Mobile Payment,0
566,177,161,2025-08-31,230.18,Bank Transfer,0
567,191,147,2024-10-25,224.0,Debit Card,1
568,67,214,2025-10-16,79.37,Debit Card,1
569,158,147,2024-04-02,301.96,Bank Transfer,0
570,256,248,2024-01-28,305.32,Direct Debit,1
571,199,130,2024-01-11,129.75,Debit Card,0
572,50,248,2025-11-26,190.38,Direct Debit,1
573,219,30,2024-05-27,143.42,Mobile Payment,1
574,300,17,2024-02-16,257.37,Direct Debit,1
575,81,126,2025-12-25,265.79,Direct Debit,0
576,223,209,2024-08-09,175.03,Bank Transfer,0
577,299,33,2024-01-28,291.26,Credit Card,1
578,285,203,2025-03-15,243.76,Debit Card,0
579,236,192,2024-07-01,247.24,Mobile Payment,0
580,88,53,2024-07-26,246.15,Mobile Payment,0
581,289,150,2024-06-01,32.42,Bank Transfer,0
582,188,26,2024-01-08,195.66,Bank Transfer,0
583,229,10,2024-09-29,44.35,Mobile Payment,0
584,146,143,2025-11-02,206.55,Debit Card,0
585,82,88,2024-08-28,301.33,Mobile Payment,0
586,251,95,2025-11-20,316.37,Mobile Payment,1
587,272,187,2025-09-07,325.94,Mobile Payment,0
588,159,153,2024-11-10,34.28,Credit Card,1
589,157,25,2024-12-12,95.54,Bank Transfer,0
590,278,138,2025-12-08,241.05,Bank Transfer,1
591,71,200,2024-05-14,95.33,Direct Debit,0
592,174,153,2024-11-12,324.42,Direct Debit,0
593,293,89,2024-02-24,170.85,Direct Debit,0
594,203,86,2025-11-18,123.77,Debit Card,0
595,156,153,2024-12-08,330.54,Mobile Payment,0
596,299,160,2024-06-25,194.72,Direct Debit,1
597,111,32,2025-06-01,23.51,Credit Card,1
598,277,40,2025-11-29,314.23,Debit Card,0
599,32,107,2024-09-25,181.23,Bank Transfer,0
600,74,208,2024-04-20,44.78,Direct Debit,0
601,130,84,2024-04-18,123.23,Credit Card,0
602,24,43,2024-04-28,60.99,Direct Debit,0
603,272,76,2024-05-15,204.99,Direct Debit,0
604,241,250,2024-03-18,298.49,Debit Card,1
605,26,154,2024-09-20,307.06,Mobile Payment,1
606,267,17,2025-11-30,267.95,Debit Card,0
607,266,30,2025-05-19,167.56,Direct Debit,1
608,232,216,2025-05-03,56.03,Bank Transfer,1
609,33,50,2024-10-06,292.13,Debit Card,0
610,154,220,2025-05-22,114.35,Credit Card,0
611,218,185,2024-05-12,170.52,Direct Debit,0
612,256,126,2024-06-22,96.67,Direct Debit,1
613,106,164,2025-07-04,115.69,Direct Debit,0
614,134,127,2024-11-28,68.16,Credit Card,0
615,182,88,2025-08-10,215.48,Credit Card,0
616,87,144,2024-11-25,247.29,Direct Debit,0
617,106,105,2025-08-20,134.15,Debit Card,1
618,110,169,2025-01-21,76.59,Direct Debit,1
619,45,144,2024-09-17,209.39,Debit Card,1
620,26,9,2025-05-26,38.73,Credit Card,0
621,112,113,2025-03-14,68.2,Mobile Payment,0
622,259,208,2025-01-17,6.3,Bank Transfer,0
623,49,47,2025-04-22,182.39,Bank Transfer,0
624,203,32,2024-11-22,179.63,Bank Transfer,0
625,71,168,2025-10-20,87.22,Bank Transfer,0
626,25,227,2024-07-13,122.22,Credit Card,1
627,25,146,2024-09-05,132.42,Credit Card,1
628,277,248,2025-01-16,218.9,Credit Card,0
629,61,234,2024-06-27,169.84,Debit Card,1
630,46,139,2024-05-19,199.71,Mobile Payment,0
631,110,151,2024-01-13,4.98,Mobile Payment,1
632,178,134,2025-06-23,90.29,Debit Card,1
633,167,162,2024-08-29,233.49,Debit Card,0
634,183,47,2024-10-25,287.62,Bank Transfer,1
635,224,73,2025-05-05,210.33,Direct Debit,0
636,273,150,2025-05-03,177.0,Direct Debit,0
637,259,35,2025-10-21,298.47,Credit Card,0
638,285,73,2024-07-09,100.41,Mobile Payment,0
639,227,44,2024-04-15,6.13,Direct Debit,0
640,258,158,2025-03-12,343.54,Credit Card,0
641,191,59,2024-08-29,179.46,Debit Card,0
642,161,3,2025-03-23,252.22,Mobile Payment,1
643,64,123,2025-03-25,149.62,Credit Card,0
644,40,210,2025-04-03,93.2,Debit Card,0
645,118,104,2024-02-29,81.77,Direct Debit,0
646,299,176,2025-08-22,308.95,Bank Transfer,1
647,25,11,2025-09-06,232.89,Credit Card,0
648,112,108,2025-01-14,92.75,Direct Debit,0
649,118,28,2025-12-28,323.7,Bank Transfer,0
650,88,141,2025-03-08,256.6,Direct Debit,0
651,102,25,2024-02-10,144.56,Credit Card,0
652,251,128,2024-08-07,131.16,Bank Transfer,1
653,86,217,2024-05-04,242.89,Bank Transfer,1
654,42,136,2024-08-22,13.75,Direct Debit,1
655,220,206,2024-03-26,200.96,Direct Debit,1
656,27,31,2025-01-29,175.52,Bank Transfer,0
657,218,92,2025-07-06,244.09,Debit Card,1
658,79,157,2024-07-20,225.41,Debit Card,1
659,300,27,2024-08-03,182.72,Credit Card,1
660,299,102,2024-04-13,337.66,Mobile Payment,0
661,141,141,2024-12-06,264.8,Credit Card,0
662,264,24,2024-07-06,302.42,Mobile Payment,0
663,289,25,2025-08-30,27.58,Debit Card,0
664,2,48,2024-06-02,25.39,Mobile Payment,1
665,152,161,2024-08-23,186.39,Direct Debit,1
666,291,154,2025-12-01,73.91,Credit Card,0
667,126,128,2025-02-24,36.52,Mobile Payment,1
668,177,127,2025-01-04,64.62,Direct Debit,0
669,64,99,2025-11-30,142.58,Direct Debit,0
670,223,245,2025-05-06,343.72,Credit Card,1
671,89,236,2024-10-17,113.74,Debit Card,1
672,290,126,2025-10-03,336.84,Direct Debit,0
673,180,152,2025-08-30,175.67,Credit Card,1
674,170,94,2025-05-31,45.71,Credit Card,0
675,263,33,2024-08-28,47.26,Credit Card,0
676,183,89,2025-05-20,299.73,Debit Card,0
677,107,35,2025-09-26,146.49,Direct Debit,1
678,293,150,2025-08-06,291.5,Debit Card,0
679,159,242,2025-07-26,252.08,Direct Debit,1
680,233,44,2025-03-17,83.75,Bank Transfer,0
681,123,243,2024-12-13,52.74,Bank Transfer,1
682,141,117,2025-10-06,282.35,Direct Debit,1
683,250,214,2024-09-05,150.17,Direct Debit,0
684,36,60,2025-10-31,297.61,Credit Card,0
685,70,69,2025-12-15,338.7,Bank Transfer,1
686,101,20,2025-08-04,99.19,Credit Card,0
687,125,179,2024-08-05,266.43,Mobile Payment,0
688,38,174,2025-03-02,94.45,Bank Transfer,0
689,107,184,2024-12-25,160.91,Mobile Payment,1
690,286,23,2024-04-29,301.97,Mobile Payment,0
691,265,11,2025-12-25,334.28,Mobile Payment,1
692,265,31,2024-06-30,20.64,Debit Card,1
693,259,162,2024-01-19,100.57,Direct Debit,0
694,160,54,2025-04-09,340.04,Credit Card,1
695,79,166,2024-11-05,203.33,Mobile Payment,1
696,286,58,2024-08-08,150.55,Direct Debit,1
697,249,228,2024-07-29,18.77,Debit Card,0
698,92,148,2024-03-31,317.28,Mobile Payment,0
699,160,202,2024-09-18,338.17,Credit Card,1
700,209,38,2024-07-04,127.19,Direct Debit,0
701,42,154,2025-04-21,266.2,Credit Card,0
702,24,148,2025-02-11,314.08,Bank Transfer,0
703,266,235,2025-04-28,10.42,Mobile Payment,0
704,16,66,2024-09-17,199.5,Debit Card,1
705,130,175,2025-07-07,259.23,Mobile Payment,0
706,213,155,2024-05-12,129.88,Mobile Payment,1
707,109,35,2024-11-18,303.85,Mobile Payment,1
708,93,102,2025-06-07,109.42,Debit Card,0
709,195,235,2024-05-29,81.81,Debit Card,1
710,248,94,2025-11-11,140.59,Credit Card,1
711,50,140,2024-05-14,338.19,Mobile Payment,1
712,88,90,2024-04-06,33.38,Debit Card,0
713,45,3,2024-04-24,340.34,Credit Card,0
714,134,119,2025-04-27,327.58,Mobile Payment,1
715,273,61,2025-01-29,227.66,Credit Card,0
716,209,39,2025-11-19,150.14,Credit Card,1
717,85,233,2024-05-21,247.42,Bank Transfer,1
718,280,47,2024-05-04,7.88,Direct Debit,1
719,271,239,2025-08-25,123.45,Direct Debit,0
720,265,120,2024-10-09,160.81,Bank Transfer,0
721,94,207,2025-10-22,69.39,Mobile Payment,0
722,189,220,2024-09-09,302.81,Debit Card,1
723,273,176,2024-02-12,231.97,Bank Transfer,1
724,49,220,2025-12-24,74.13,Debit Card,0
725,68,167,2025-10-17,113.74,Mobile Payment,0
726,117,122,2024-12-13,52.2,Direct Debit,0
727,170,188,2025-11-23,183.9,Mobile Payment,0
728,155,47,2025-08-05,347.79,Bank Transfer,0
729,56,179,2024-10-21,138.26,Mobile Payment,1
730,245,82,2024-05-21,69.49,Direct Debit,0
731,260,32,2025-10-12,207.7,Mobile Payment,0
732,96,156,2024-12-20,155.58,Bank Transfer,1
733,19,23,2024-11-26,340.31,Bank Transfer,0
734,57,144,2024-02-25,99.59,Debit Card,1
735,75,60,2024-07-23,69.98,Direct Debit,1
736,230,186,2025-04-13,42.25,Credit Card,1
737,293,197,2024-07-25,80.36,Direct Debit,1
738,24,36,2024-01-27,173.64,Bank Transfer,1
739,142,227,2024-07-24,117.81,Debit Card,1
740,31,1,2024-08-12,187.84,Bank Transfer,1
741,18,58,2025-10-02,160.37,Direct Debit,1
742,207,146,2024-06-22,242.19,Direct Debit,1
743,4,163,2024-01-16,150.48,Credit Card,1
744,269,197,2025-09-05,14.88,Debit Card,1
745,42,245,2024-04-19,11.85,Bank Transfer,1
746,254,44,2025-06-20,105.67,Debit Card,0
747,220,213,2024-01-23,294.87,Credit Card,1
748,153,145,2025-10-14,347.32,Mobile Payment,0
749,270,230,2024-08-21,257.85,Credit Card,0
750,259,208,2025-11-23,167.6,Debit Card,1
751,105,19,2025-08-30,147.78,Direct Debit,0
752,177,86,2024-07-31,267.92,Credit Card,1
753,78,203,2024-03-26,321.26,Bank Transfer,1
754,79,200,2024-06-11,242.54,Credit Card,0
755,39,236,2025-08-25,301.97,Direct Debit,0
756,217,242,2025-12-12,284.56,Direct Debit,1
757,261,222,2024-11-21,261.54,Bank Transfer,0
758,230,174,2024-04-02,154.59,Bank Transfer,1
759,259,88,2024-03-24,35.99,Bank Transfer,1
760,242,224,2025-11-01,300.48,Credit Card,1
761,258,217,2024-08-18,179.84,Debit Card,0
762,14,135,2024-12-27,201.52,Mobile Payment,1
763,207,69,2024-02-06,326.38,Direct Debit,0
764,133,187,2025-11-27,236.31,Credit Card,0
765,280,136,2024-03-01,186.14,Debit Card,0
766,72,69,2025-08-31,193.47,Credit Card,0
767,36,235,2025-06-29,207.89,Mobile Payment,1
768,252,41,2025-12-01,115.98,Direct Debit,0
769,34,113,2025-09-14,244.15,Credit Card,1
770,227,110,2025-11-04,137.55,Mobile Payment,0
771,299,175,2025-08-27,206.91,Debit Card,1
772,72,228,2024-06-17,186.8,Mobile Payment,1
773,297,139,2025-11-27,161.97,Debit Card,0
774,153,55,2025-03-22,279.79,Credit Card,0
775,5,193,2024-08-13,35.51,Mobile Payment,0
776,237,42,2025-11-18,196.46,Bank Transfer,1
777,186,165,2024-11-26,216.24,Debit Card,1
778,248,185,2025-01-15,3.51,Debit Card,0
779,204,67,2025-09-14,294.75,Bank Transfer,0
780,267,169,2025-07-15,337.84,Mobile Payment,1
781,157,106,2024-09-14,7.06,Credit Card,0
782,71,87,2024-10-03,11.39,Credit Card,0
783,288,129,2024-09-29,334.61,Debit Card,1
784,223,246,2024-09-18,82.27,Mobile Payment,1
785,218,5,2025-12-04,102.74,Credit Card,0
786,182,56,2024-08-31,175.31,Direct Debit,1
787,249,58,2025-06-24,278.32,Credit Card,1
788,264,97,2024-12-01,218.68,Bank Transfer,0
789,293,84,2024-12-28,92.4,Direct Debit,1
790,136,147,2025-03-17,280.53,Mobile Payment,1
791,85,236,2024-08-15,327.72,Direct Debit,0
792,141,192,2025-02-01,119.34,Direct Debit,1
793,127,134,2025-12-08,129.32,Credit Card,0
794,265,26,2024-07-11,92.91,Mobile Payment,1
795,14,94,2024-10-01,244.44,Direct Debit,1
796,148,111,2024-04-23,240.22,Direct Debit,0
797,12,101,2025-06-11,288.86,Credit Card,0
798,271,96,2025-09-17,321.53,Debit Card,0
799,254,178,2024-05-18,116.71,Credit Card,0
800,44,216,2025-02-27,318.11,Mobile Payment,1
801,223,192,2025-12-06,208.78,Bank Transfer,0
802,273,47,2025-10-13,301.1,Mobile Payment,0
803,161,58,2025-10-26,212.49,Mobile Payment,1
804,261,147,2025-11-18,132.06,Mobile Payment,0
805,12,53,2024-06-13,136.36,Mobile Payment,1
806,51,119,2025-10-09,322.27,Mobile Payment,1
807,163,137,2024-06-28,166.38,Bank Transfer,0
808,257,137,2025-02-17,99.22,Mobile Payment,0
809,288,111,2024-02-29,192.34,Direct Debit,1
810,150,220,2024-06-19,257.16,Credit Card,0
811,285,166,2025-06-08,49.91,Bank Transfer,0
812,211,68,2025-10-05,3.64,Bank Transfer,0
813,182,207,2024-10-04,83.45,Direct Debit,1
814,166,73,2024-04-03,170.45,Debit Card,0
815,164,181,2025-09-29,345.3,Credit Card,1
816,292,249,2025-12-05,131.42,Credit Card,1
817,268,169,2025-04-05,298.26,Bank Transfer,0
818,244,217,2025-10-11,349.72,Debit Card,1
819,149,183,2025-07-14,93.03,Mobile Payment,1
820,245,200,2024-09-30,134.74,Mobile Payment,1
821,201,185,2024-07-25,14.34,Debit Card,0
822,19,210,2024-03-10,339.65,Bank Transfer,1
823,293,208,2025-01-18,324.41,Bank Transfer,0
824,200,61,2024-01-26,112.81,Mobile Payment,0
825,168,86,2024-01-06,228.14,Direct Debit,1
826,81,100,2024-05-30,66.79,Credit Card,0
827,266,67,2025-06-19,162.92,Mobile Payment,0
828,188,250,2025-03-10,301.52,Direct Debit,0
829,47,119,2025-09-20,315.9,Bank Transfer,0
830,249,137,2025-01-20,205.95,Mobile Payment,0
831,298,80,2024-01-02,25.72,Direct Debit,1
832,116,104,2025-12-19,253.28,Credit Card,0
833,123,33,2024-10-08,97.77,Debit Card,1
834,143,247,2025-03-22,226.2,Mobile Payment,0
835,99,182,2024-06-29,34.75,Direct Debit,1
836,121,75,2024-10-03,83.1,Credit Card,1
837,18,110,2024-05-29,224.84,Mobile Payment,0
838,292,211,2025-11-15,247.53,Mobile Payment,0
839,283,161,2025-12-10,262.22,Bank Transfer,1
840,273,224,2024-07-13,61.77,Direct Debit,0
841,84,40,2025-03-17,185.97,Bank Transfer,0
842,152,52,2024-05-25,316.05,Bank Transfer,0
843,55,130,2024-09-17,268.33,Mobile Payment,1
844,133,162,2024-11-24,175.34,Direct Debit,1
845,280,63,2025-06-19,110.64,Credit Card,1
846,1,113,2024-10-24,314.47,Direct Debit,1
847,232,249,2024-05-01,138.89,Mobile Payment,1
848,64,207,2024-06-11,145.33,Direct Debit,0
849,244,159,2024-07-15,231.21,Direct Debit,1
850,62,164,2024-05-18,318.4,Direct Debit,0
851,76,210,2024-05-20,214.88,Direct Debit,0
852,139,222,2024-01-30,93.18,Direct Debit,0
853,137,151,2025-12-01,302.1,Bank Transfer,0
854,79,134,2024-06-06,72.42,Debit Card,0
855,218,223,2025-05-24,254.74,Direct Debit,0
856,190,157,2025-06-18,188.21,Mobile Payment,1
857,35,31,2025-12-02,159.11,Direct Debit,0
858,10,17,2025-04-22,184.94,Credit Card,0
859,136,136,2024-10-26,197.14,Bank Transfer,0
860,177,130,2024-07-30,163.57,Credit Card,0
861,238,36,2024-11-09,273.79,Bank Transfer,0
862,167,105,2024-12-26,23.34,Debit Card,0
863,100,20,2025-01-03,220.39,Debit Card,0
864,116,128,2025-10-04,129.37,Bank Transfer,0
865,220,15,2025-03-27,209.74,Credit Card,0
866,260,91,2024-10-18,10.64,Bank Transfer,0
867,99,36,2024-02-20,293.72,Bank Transfer,1
868,224,116,2024-10-12,126.99,Bank Transfer,0
869,28,69,2024-05-28,255.38,Credit Card,1
870,232,120,2024-06-26,243.31,Debit Card,0
871,126,5,2024-03-22,163.17,Credit Card,1
872,215,209,2024-03-10,166.29,Mobile Payment,0
873,77,110,2025-07-11,173.25,Debit Card,0
874,211,22,2024-01-15,207.21,Credit Card,1
875,46,170,2024-11-30,302.3,Debit Card,0
876,177,7,2024-05-07,133.36,Direct Debit,0
877,292,200,2025-08-19,282.75,Credit Card,0
878,12,123,2024-08-01,310.22,Direct Debit,1
879,258,71,2024-02-06,337.48,Bank Transfer,0
880,35,93,2025-10-01,262.61,Direct Debit,1
881,174,104,2024-11-25,96.95,Debit Card,1
882,216,88,2025-03-20,243.8,Mobile Payment,1
883,6,238,2024-11-03,184.46,Bank Transfer,0
884,83,221,2024-08-01,228.3,Debit Card,0
885,139,228,2025-12-03,78.0,Direct Debit,0
886,66,122,2025-03-15,179.61,Direct Debit,0
887,74,67,2025-04-28,99.11,Debit Card,0
888,100,188,2024-03-14,134.31,Mobile Payment,1
889,297,226,2025-02-20,58.01,Mobile Payment,1
890,168,165,2024-03-23,327.31,Direct Debit,0
891,43,185,2024-03-11,288.53,Bank Transfer,0
892,140,33,2024-10-12,317.78,Debit Card,1
893,127,134,2024-10-21,95.14,Mobile Payment,0
894,144,69,2025-06-02,26.3,Credit Card,0
895,47,181,2025-03-04,192.76,Direct Debit,0
896,43,33,2025-04-12,311.47,Debit Card,0
897,54,76,2025-04-10,29.38,Bank Transfer,0
898,155,141,2024-05-08,44.76,Debit Card,1
899,162,237,2025-01-31,326.85,Bank Transfer,1
900,30,60,2025-03-05,26.72,Direct Debit,0
901,292,100,2024-01-17,303.89,Direct Debit,1
902,152,161,2025-09-07,23.75,Bank Transfer,0
903,45,129,2025-02-06,291.1,Bank Transfer,0
904,285,51,2024-11-26,316.73,Bank Transfer,1
905,77,223,2024-08-12,299.51,Credit Card,1
906,295,7,2025-09-19,77.01,Debit Card,1
907,63,32,2024-03-22,175.44,Debit Card,1
908,299,104,2025-11-30,8.83,Debit Card,0
909,197,55,2024-08-10,343.59,Bank Transfer,1
910,152,117,2025-06-25,226.24,Credit Card,1
911,54,99,2024-08-12,276.88,Direct Debit,1
912,179,97,2024-08-28,150.64,Direct Debit,1
913,269,105,2025-10-16,337.05,Mobile Payment,0
914,290,74,2025-12-27,17.76,Mobile Payment,0
915,120,42,2025-08-01,333.45,Direct Debit,1
916,285,249,2024-10-24,165.22,Debit Card,1
917,152,166,2025-11-18,35.09,Bank Transfer,1
918,5,77,2025-05-03,26.96,Debit Card,0
919,21,241,2025-05-19,17.0,Direct Debit,1
920,26,88,2025-06-20,332.13,Mobile Payment,0
921,19,190,2025-06-26,240.75,Mobile Payment,1
922,164,10,2024-03-25,32.63,Mobile Payment,0
923,199,136,2025-04-21,135.0,Debit Card,0
924,294,63,2025-05-11,219.27,Bank Transfer,0
925,113,12,2025-08-31,211.07,Mobile Payment,0
926,24,162,2025-12-30,60.75,Credit Card,1
927,253,203,2024-01-11,78.55,Mobile Payment,0
928,252,224,2025-07-21,48.26,Debit Card,0
929,5,40,2025-02-27,52.74,Bank Transfer,1
930,99,144,2024-10-15,291.27,Debit Card,0
931,202,30,2024-10-14,315.79,Debit Card,0
932,180,97,2025-11-05,328.88,Mobile Payment,0
933,12,119,2025-06-07,223.47,Debit Card,0
934,115,75,2024-03-21,287.76,Mobile Payment,0
935,82,88,2024-08-06,92.37,Debit Card,1
936,86,133,2024-01-15,323.08,Credit Card,0
937,262,141,2025-05-25,53.44,Direct Debit,0
938,218,107,2025-09-20,318.55,Credit Card,0
939,194,32,2025-02-13,85.35,Credit Card,0
940,110,9,2024-02-01,118.21,Bank Transfer,1
941,82,94,2024-10-24,197.7,Debit Card,1
942,133,12,2025-04-04,13.57,Bank Transfer,0
943,188,34,2025-05-06,281.63,Direct Debit,1
944,276,210,2024-07-13,61.08,Debit Card,0
945,121,154,2024-11-25,278.46,Credit Card,1
946,26,153,2024-03-20,95.45,Mobile Payment,0
947,234,15,2025-05-02,278.95,Credit Card,0
948,209,149,2024-08-06,203.86,Direct Debit,1
949,277,139,2024-02-22,275.07,Debit Card,1
950,76,186,2025-10-10,176.58,Direct Debit,1
951,83,25,2024-08-02,174.75,Mobile Payment,1
952,19,213,2024-10-17,68.18,Direct Debit,0
953,148,117,2024-12-10,20.56,Debit Card,0
954,121,113,2024-04-20,297.94,Direct Debit,1
955,152,48,2024-01-12,272.45,Direct Debit,0
956,30,224,2024-04-04,17.09,Direct Debit,0
957,24,237,2025-03-02,331.87,Mobile Payment,1
958,235,61,2024-01-02,224.7,Mobile Payment,1
959,187,219,2024-01-14,318.87,Mobile Payment,0
960,166,115,2024-09-13,99.98,Credit Card,1
961,31,127,2025-11-02,313.36,Mobile Payment,0
962,246,242,2024-10-22,117.94,Mobile Payment,1
963,10,174,2024-09-12,135.46,Credit Card,1
964,21,55,2025-09-24,24.61,Debit Card,1
965,224,38,2024-03-11,259.31,Credit Card,1
966,279,19,2025-08-22,118.68,Direct Debit,1
967,172,145,2024-06-26,312.6,Direct Debit,0
968,27,206,2025-05-07,200.69,Debit Card,1
969,61,216,2024-11-27,150.59,Bank Transfer,0
970,171,216,2025-02-04,166.17,Debit Card,0
971,269,195,2024-10-20,207.36,Debit Card,0
972,95,104,2024-03-05,142.51,Debit Card,0
973,110,214,2024-06-11,348.74,Bank Transfer,1
974,111,147,2024-03-02,142.2,Direct Debit,0
975,23,14,2025-03-29,106.52,Mobile Payment,0
976,141,235,2025-05-04,188.66,Credit Card,1
977,118,107,2025-08-09,110.04,Credit Card,1
978,201,85,2024-03-20,2.66,Direct Debit,1
979,155,200,2024-04-17,66.64,Debit Card,0
980,105,125,2024-12-23,119.04,Direct Debit,0
981,235,41,2024-09-08,105.2,Debit Card,0
982,278,47,2024-05-29,314.65,Mobile Payment,1
983,72,203,2025-08-04,98.06,Direct Debit,0
984,43,16,2025-02-03,274.1,Debit Card,0
985,174,137,2024-09-16,195.64,Debit Card,0
986,217,202,2025-02-02,129.02,Bank Transfer,0
987,117,63,2025-12-05,105.41,Direct Debit,0
988,108,237,2025-11-21,78.65,Direct Debit,0
989,23,111,2025-11-13,295.58,Credit Card,0
990,215,159,2024-09-17,127.71,Bank Transfer,1
991,181,244,2024-12-14,81.74,Debit Card,1
992,92,124,2024-01-25,256.59,Mobile Payment,1
993,37,87,2024-11-10,45.56,Credit Card,1
994,271,30,2025-04-15,272.77,Mobile Payment,1
995,215,193,2024-02-19,190.1,Debit Card,0
996,49,193,2025-07-11,81.17,Mobile Payment,1
997,261,12,2024-01-17,211.88,Debit Card,0
998,154,157,2025-03-20,238.45,Debit Card,0
999,193,50,2024-04-19,121.12,Mobile Payment,0
1000,221,103,2025-09-11,84.55,Direct Debit,1
